variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-25.956950300000003,-25.672900000000002,0.6991804519550067,0.2977060800000014,-27.371595,-25.4602,0.9993889235774476,2006.0934386580934,2794.806881010786
theta,0.79191883925,0.7921254999999999,0.06590871243885549,0.06415358460000009,0.6847953499999999,0.9032258499999999,1.0020153011480726,1605.9006143117847,2162.833549263822
