K,median,q2.75,q97.5
1,1.211815,0.033433486999999984,2.4696095000000016
2,0.7381309999999999,-0.39664878249999996,1.89167675
3,1.14745,-0.05678922500000001,2.3251135
4,0.8352594999999999,-0.31141329749999996,2.0479580000000004
